"","종목코드","종목명","현재가","전일비","등락률","액면가","시가총액","상장주식수","외국인비율","거래량","PER","ROE"
"250","192400","쿠쿠홀딩스","98,700","2,200","+2.28%","500","7,020","7,112",5.81,"4,682","6.79","12.38"
"251","000640","동아쏘시오홀딩스","114,000","1,500","+1.33%","5,000","7,017","6,155",12.42,"35,616","28.32","2.67"
"252","271980","제일약품","47,700","2,350","+5.18%","500","7,014","14,705",4.56,"416,455","-94.46","-5.96"
"253","003230","삼양식품","92,000","900","+0.99%","5,000","6,930","7,533",8.56,"48,149","9.09","23.15"
"254","192650","드림텍","10,500","0","0.00%","100","6,921","65,914",22.23,"308,008","38.60","13.24"
"255","267270","현대건설기계","35,050","1,150","+3.39%","5,000","6,905","19,701",12.69,"96,328","-30.53","0.26"
"256","049770","동원F&B","178,500","500","+0.28%","5,000","6,889","3,859",6.08,"8,147","9.63","10.00"
"257","002320","한진","45,900","2,000","+4.56%","5,000","6,861","14,948",16.34,"116,275","29.84","-0.34"
"258","353200","대덕전자","13,800","300","+2.22%","500","6,820","49,417",8.63,"1,344,651","N/A","N/A"
"259","280360","롯데제과","105,500","1,000","+0.96%","500","6,770","6,417",16.64,"8,405","20.02","3.19"
"260","034310","NICE","17,750","50","+0.28%","500","6,724","37,882",23.36,"37,012","257.25","4.39"
"261","017810","풀무원","17,550","1,000","+6.04%","500","6,690","38,121",0.79,"161,817","43.33","0.95"
"262","001060","JW중외제약","31,000","200","+0.65%","2,500","6,677","21,540",5.52,"93,037","-22.50","-10.31"
"263","298040","효성중공업","71,200","4,300","+6.43%","5,000","6,639","9,325",6.77,"520,758","50.25","1.45"
"264","012630","HDC","11,100","150","+1.37%","5,000","6,631","59,742",22.09,"426,775","6.28","12.58"
"265","009450","경동나비엔","48,450","300","+0.62%","1,000","6,591","13,605",10.33,"49,863","15.94","9.59"
"266","027410","BGF","6,880","10","-0.15%","1,000","6,585","95,717",8.39,"1,481,522","25.86","1.79"
"267","036420","제이콘텐트리","40,100","50","+0.12%","5,000","6,570","16,385",7.27,"185,027","-10.73","0.34"
"268","085620","미래에셋생명","3,710","50","+1.37%","5,000","6,567","177,016",5.6,"113,801","6.05","4.98"
"269","052690","한전기술","17,150","100","+0.59%","200","6,555","38,220",2.72,"121,468","27.31","5.54"
"270","157450","TIGER 단기통안채","100,060","0","0.00%","0","6,526","6,522",1.81,"3,354","N/A","N/A"
"271","002840","미원상사","131,000","500","-0.38%","500","6,511","4,970",4.71,"2,898","15.52","14.74"
"272","018250","애경산업","24,650","250","+1.02%","1,000","6,510","26,410",2.06,"152,406","33.95","12.86"
"273","145990","삼양사","63,000","800","+1.29%","5,000","6,497","10,313",4.35,"35,305","11.00","3.07"
"274","115390","락앤락","12,150","600","+5.19%","500","6,440","53,008",71.17,"296,202","48.99","2.44"
"275","006390","한일현대시멘트","38,150","1,650","+4.52%","5,000","6,417","16,821",0.48,"131,216","12.56","21.69"
"276","139260","TIGER 200 IT","39,970","795","+2.03%","0","6,379","15,960",0.03,"488,894","N/A","N/A"
"277","002350","넥센타이어","6,520","300","+4.82%","500","6,368","97,668",7.04,"435,835","43.47","7.94"
"278","267260","현대일렉트릭","17,650","900","+5.37%","5,000","6,362","36,047",9.82,"312,303","-3.37","-34.08"
"279","105630","한세실업","15,850","50","+0.32%","500","6,340","40,000",8.27,"124,054","97.24","-0.06"
"280","033660","우리금융캐피탈","11,000","250","+2.33%","5,000","6,330","57,546",1.29,"32,973","5.39","12.97"
"281","069660","KOSEF 200","42,260","1,005","+2.44%","0","6,297","14,900",0,"77,703","N/A","N/A"
"282","003540","대신증권","12,350","200","+1.65%","5,000","6,271","50,773",18.83,"58,815","11.38","4.79"
"283","082640","동양생명","3,885","220","+6.00%","5,000","6,269","161,359",83.71,"219,785","7.86","4.73"
"284","305540","TIGER 2차전지테마","17,740","545","+3.17%","0","6,262","35,300",0.02,"1,651,664","N/A","N/A"
"285","00680K","미래에셋대우2우B","4,465","45","+1.02%","5,000","6,251","140,000",11.46,"403,860","4.67","N/A"
"286","011930","신성이엔지","3,100","90","+2.99%","500","6,244","201,434",3.51,"4,426,374","48.44","1.77"
"287","226320","잇츠한불","28,400","100","+0.35%","500","6,228","21,929",0.48,"155,670","-43.76","-1.11"
"288","003470","유안타증권","3,100","100","+3.33%","5,000","6,187","199,597",63.94,"387,294","8.07","6.60"
"289","286940","롯데정보통신","40,150","1,350","+3.48%","5,000","6,182","15,396",2.71,"71,087","17.22","14.77"
"290","133690","TIGER 미국나스닥100","64,890","270","-0.41%","0","6,165","9,500",0.01,"158,248","N/A","N/A"
"291","293180","HANARO 200","42,145","1,070","+2.60%","0","6,048","14,350",0,"19,656","N/A","N/A"
"292","344820","케이씨씨글라스","37,750","1,700","+4.72%","1,000","6,029","15,971",6.25,"91,212","N/A","N/A"
"293","005610","SPC삼립","69,600","400","-0.57%","5,000","6,006","8,629",2.43,"19,815","-45.64","6.34"
"294","008490","서흥","51,800","1,900","+3.81%","500","5,993","11,569",12.98,"45,335","13.10","11.15"
"295","195870","해성디에스","34,950","800","+2.34%","5,000","5,942","17,000",1.74,"682,353","17.89","9.06"
"296","015350","부산가스","53,900","0","0.00%","5,000","5,929","11,000",3.28,"2,614","3.13","7.57"
"297","003530","한화투자증권","2,740","120","+4.58%","5,000","5,879","214,548",5.26,"1,796,556","8.23","9.36"
"298","097230","한진중공업","7,010","10","-0.14%","5,000","5,838","83,274",21.07,"95,067","2.59","-132.20"
"299","008730","율촌화학","23,150","850","+3.81%","500","5,741","24,800",6.96,"137,537","25.89","5.37"
"300","298000","효성화학","178,500","13,500","+8.18%","5,000","5,694","3,190",8.93,"126,835","162.72","21.37"
"301","281820","케이씨텍","27,150","800","+3.04%","500","5,664","20,862",9.48,"251,540","13.33","13.52"
"302","001630","종근당홀딩스","111,500","3,000","+2.76%","2,500","5,586","5,010",11.22,"20,895","9.85","10.03"
"303","005180","빙그레","56,400","400","+0.71%","5,000","5,556","9,851",25.52,"19,438","11.09","7.36"
"304","005070","코스모신소재","18,550","600","+3.34%","1,000","5,425","29,248",2.63,"790,281","244.08","-4.99"
"305","268280","미원에스씨","106,000","1,500","+1.44%","500","5,406","5,100",1.73,"2,182","15.56","N/A"
"306","000400","롯데손해보험","1,735","5","-0.29%","1,000","5,384","310,336",0.85,"359,288","-35.41","-6.69"
"307","005090","SGC에너지","36,250","50","-0.14%","5,000","5,320","14,677",1.4,"41,107","22.00","-0.07"
"308","009970","영원무역홀딩스","38,700","600","+1.57%","500","5,277","13,636",21.63,"29,332","4.65","9.60"
"309","017960","한국카본","12,000","250","+2.13%","500","5,275","43,961",19.28,"600,550","8.82","5.74"
"310","145720","덴티움","46,950","750","+1.62%","500","5,197","11,069",16.58,"59,763","-150.00","7.37"
"311","001360","삼성제약","8,320","400","+5.05%","500","5,121","61,550",4.25,"6,161,369","-45.71","5.02"
"312","001720","신영증권","54,000","500","+0.93%","5,000","5,069","9,386",7.33,"10,047","11.51","1.80"
"313","034830","한국토지신탁","2,000","40","+2.04%","1,000","5,050","252,489",13.58,"936,794","6.01","12.72"
"314","024720","한국콜마홀딩스","26,950","50","+0.19%","500","5,006","18,577",16.45,"76,459","10.94","10.51"
"315","068400","SK렌터카","10,400","200","+1.96%","500","4,918","47,286",0.74,"82,874","16.05","5.51"
"316","009290","광동제약","9,350","50","+0.54%","1,000","4,901","52,421",22.49,"179,317","8.97","5.57"
"317","550057","QV 코스피 변동성 매칭형 양매도 ETN","7,000","0","0.00%","0","4,900","70,000",0,"0","N/A","N/A"
"318","123890","한국자산신탁","3,915","75","+1.95%","500","4,854","123,978",10.06,"404,902","4.08","14.28"
"319","009410","태영건설","12,400","350","+2.90%","500","4,823","38,899",10.71,"198,828","1.61","8.38"
"320","008350","남선알미늄","4,370","60","-1.35%","500","4,815","110,179",5.83,"1,524,761","44.59","8.33"
"321","001530","DI동일","195,000","3,000","-1.52%","5,000","4,808","2,466",3.51,"64,721","34.82","2.55"
"322","030610","교보증권","7,350","130","+1.80%","5,000","4,752","64,653",4.1,"109,135","3.87","9.06"
"323","001470","삼부토건","3,450","155","-4.30%","1,000","4,745","137,546",0.81,"3,369,930","55.65","3.66"
"324","026890","디피씨","11,300","350","+3.20%","500","4,710","41,678",0.97,"4,021,621","27.43","7.12"
"325","003060","에이프로젠제약","1,180","30","+2.61%","500","4,703","398,576",3.72,"2,155,435","38.06","-4.19"
"326","003070","코오롱글로벌","18,500","450","+2.49%","5,000","4,664","25,210",2.92,"54,026","5.46","10.74"
"327","060980","한라홀딩스","44,500","300","+0.68%","5,000","4,660","10,472",11.13,"150,346","15.51","4.69"
"328","294400","KOSEF 200TR","49,275","1,190","+2.47%","0","4,656","9,450",0,"77,469","N/A","N/A"
"329","014830","유니드","51,800","800","+1.57%","5,000","4,605","8,890",13.46,"31,004","6.56","9.87"
"330","010050","우리종금","520","0","0.00%","500","4,546","874,203",1.93,"1,369,270","5.25","15.63"
"331","016710","대성홀딩스","27,500","150","-0.54%","1,000","4,425","16,089",3.35,"43,797","9.67","3.24"
"332","017390","서울가스","88,200","800","-0.90%","5,000","4,410","5,000",7.39,"3,684","3.21","3.06"
"333","249420","일동제약","18,500","0","0.00%","1,000","4,404","23,803",5.93,"164,863","-30.08","-5.08"
"334","357870","TIGER CD금리투자KIS(합성)","50,195","0","0.00%","0","4,397","8,760",0,"3","N/A","N/A"
"335","001430","세아베스틸","12,250","0","0.00%","5,000","4,393","35,862",9.92,"277,094","-240.20","0.93"
"336","332940","HANARO MSCI Korea TR","17,130","420","+2.51%","0","4,368","25,500",0,"72","N/A","N/A"
"337","000020","동화약품","15,600","550","+3.65%","1,000","4,357","27,931",3.8,"216,154","15.19","3.15"
"338","295040","SMART 200TR","14,115","355","+2.58%","0","4,340","30,750",0,"8,863","N/A","N/A"
"339","009680","모토닉","13,150","50","+0.38%","500","4,340","33,000",11.01,"136,066","42.42","2.80"
"340","339770","교촌에프앤비","17,350","0","0.00%","500","4,334","24,983",0.22,"103,986","12.30","43.70"
"341","071320","지역난방공사","37,300","350","-0.93%","5,000","4,319","11,579",1.35,"9,616","26.87","-1.66"
"342","251340","KODEX 코스닥150선물인버스","4,460","195","-4.19%","0","4,291","96,200",5.24,"57,052,206","N/A","N/A"
"343","000815","삼성화재우","134,000","1,500","+1.13%","500","4,277","3,192",20.9,"9,149","9.80","N/A"
"344","025860","남해화학","8,600","0","0.00%","1,000","4,272","49,679",5.91,"298,050","13.65","3.74"
"345","322000","현대에너지솔루션","37,900","950","+2.57%","5,000","4,245","11,200",1.94,"123,907","13.59","N/A"
"346","093050","LF","14,400","0","0.00%","5,000","4,211","29,240",23.12,"132,069","10.18","5.65"
"347","034120","SBS","23,000","0","0.00%","5,000","4,198","18,253",0,"159,051","-5.80","3.46"
"348","138250","엔에스쇼핑","12,450","400","+3.32%","500","4,195","33,696",12.21,"71,324","518.75","-1.76"
"349","053210","스카이라이프","8,760","220","+2.58%","2,500","4,189","47,822",16.57,"44,946","6.55","8.02"
"350","003620","쌍용차","2,770","0","0.00%","5,000","4,151","149,840",76.59,"0","-0.90","-62.27"
"351","000370","한화손해보험","3,540","160","+4.73%","5,000","4,133","116,739",6.82,"789,425","-98.33","-4.87"
"352","364960","TIGER KRX BBIG K-뉴딜","13,555","550","+4.23%","0","4,080","30,100",0,"1,310,871","N/A","N/A"
"353","033240","자화전자","22,500","1,600","+7.66%","500","4,028","17,900",10.8,"685,053","-37.38","-0.10"
"354","001510","SK증권","851","10","+1.19%","500","4,022","472,590",5.46,"4,997,486","56.73","5.62"
"355","029460","케이씨","29,550","2,150","+7.85%","500","4,005","13,554",11.12,"229,076","7.21","12.38"
"356","001780","알루코","4,795","10","-0.21%","500","3,990","83,207",0.93,"2,367,008","82.67","-3.55"
"357","002390","한독","28,900","400","+1.40%","500","3,978","13,764",2.9,"69,379","12.66","10.78"
"358","009155","삼성전기우","136,500","1,500","-1.09%","5,000","3,968","2,907",12.66,"158,410","27.97","N/A"
"359","126560","현대퓨처넷","3,495","55","-1.55%","500","3,945","112,877",15.68,"197,895","11.89","5.19"
"360","229200","KODEX 코스닥 150","15,015","600","+4.16%","0","3,934","26,200",6.95,"6,705,547","N/A","N/A"
"361","261220","KODEX WTI원유선물(H)","7,875","65","+0.83%","0","3,928","49,875",0.19,"884,579","N/A","N/A"
"362","011280","태림포장","5,530","90","-1.60%","500","3,916","70,806",1.62,"1,772,609","-153.61","5.88"
"363","002780","진흥기업","2,685","75","+2.87%","500","3,906","145,472",0.11,"184,455","86.61","23.08"
"364","293480","하나제약","24,100","450","+1.90%","500","3,904","16,200",0.03,"57,900","15.04","13.30"
"365","033180","필룩스","4,335","10","+0.23%","500","3,903","90,043",9.62,"5,974,369","-7.91","-5.29"
"366","136490","선진","16,400","1,600","+10.81%","500","3,900","23,780",15.42,"812,109","5.34","6.72"
"367","002310","아세아제지","43,500","2,250","+5.45%","5,000","3,896","8,957",6.64,"196,456","8.37","10.99"
"368","002270","롯데푸드","344,000","4,000","+1.18%","5,000","3,894","1,132",10.93,"3,773","5.25","5.40"
"369","315930","KODEX Top5PlusTR","18,810","435","+2.37%","0","3,875","20,600",24.27,"7,290","N/A","N/A"
"370","063160","종근당바이오","70,200","3,900","+5.88%","2,500","3,851","5,486",1.08,"221,730","36.11","N/A"
"371","371460","TIGER 차이나전기차SOLACTIVE","12,900","70","+0.55%","0","3,813","29,560",0,"2,819,694","N/A","N/A"
"372","530060","삼성 코스피 양매도 5% OTM ETN","7,575","55","-0.72%","0","3,788","50,000",0,"24","N/A","N/A"
"373","001500","현대차증권","12,900","450","+3.61%","5,000","3,784","29,337",4.96,"308,500","4.83","7.93"
"374","006840","AK홀딩스","28,500","450","-1.55%","5,000","3,776","13,248",7.04,"148,226","-2.47","3.38"
"375","004700","조광피혁","56,600","900","-1.57%","5,000","3,763","6,649",0.37,"3,190","19.02","5.66"
"376","251350","KODEX 선진국MSCI World","16,560","25","+0.15%","0","3,759","22,700",0,"312,054","N/A","N/A"
"377","001200","유진투자증권","3,875","75","+1.97%","5,000","3,754","96,866",7.62,"410,739","5.93","5.36"
"378","006060","화승인더","6,770","10","-0.15%","500","3,745","55,320",17.74,"435,734","9.58","19.66"
"379","004430","송원산업","15,500","300","+1.97%","500","3,720","24,000",18.79,"218,053","12.17","8.24"
"380","001725","신영증권우","52,700","0","0.00%","5,000","3,717","7,054",6.27,"1,768","11.23","N/A"
"381","226490","KODEX 코스피","31,080","705","+2.32%","0","3,699","11,900",0.04,"201,618","N/A","N/A"
"382","071055","한국금융지주우","62,800","1,100","+1.78%","5,000","3,679","5,858",16.86,"29,647","5.75","N/A"
"383","077500","유니퀘스트","13,450","100","+0.75%","500","3,674","27,320",47.09,"436,522","25.87","12.68"
"384","293940","신한알파리츠","7,020","20","+0.29%","1,000","3,674","52,330",0.91,"68,829","143.27","0.94"
"385","037270","YG PLUS","6,100","20","+0.33%","500","3,629","59,496",0.74,"2,945,840","-62.24","-3.48"
"386","094800","맵스리얼티1","3,905","15","+0.39%","0","3,625","92,834",4.49,"103,806","N/A","N/A"
"387","102460","이연제약","20,000","800","+4.17%","500","3,582","17,909",0.45,"137,046","125.79","2.68"
"388","084690","대상홀딩스","9,890","50","+0.51%","1,000","3,581","36,213",5.78,"147,823","3.00","13.07"
"389","096760","JW홀딩스","5,230","80","+1.55%","500","3,579","68,441",3.81,"152,667","-12.25","-20.18"
"390","079430","현대리바트","17,300","1,050","+6.46%","1,000","3,553","20,535",4.72,"714,132","14.27","4.30"
"391","104700","한국철강","7,700","80","-1.03%","1,000","3,546","46,050",14.7,"694,307","10.69","2.65"
"392","007810","코리아써키트","15,000","550","+3.81%","500","3,543","23,621",3.74,"587,552","31.71","0.21"
"393","234080","JW생명과학","22,300","450","+2.06%","2,500","3,531","15,835",4.97,"193,457","12.63","18.92"
"394","192090","TIGER 차이나CSI300","12,335","435","+3.66%","0","3,528","28,600",2.54,"1,198,763","N/A","N/A"
"395","214390","경보제약","14,750","350","+2.43%","500","3,526","23,907",1.36,"138,325","48.68","3.55"
"396","005500","삼진제약","25,350","900","+3.68%","1,000","3,524","13,900",17.49,"56,518","14.48","6.01"
"397","003220","대원제약","17,400","50","-0.29%","500","3,522","20,244",18.07,"92,822","14.63","14.05"
"398","072710","농심홀딩스","74,600","700","+0.95%","5,000","3,460","4,638",4.46,"7,153","5.55","4.03"
"399","016580","환인제약","18,600","250","+1.36%","500","3,460","18,600",13.9,"264,895","15.87","N/A"
"400","037560","LG헬로비전","4,465","60","+1.36%","2,500","3,458","77,447",7.24,"892,089","-3.97","-9.40"
"401","000140","하이트진로홀딩스","14,900","150","+1.02%","5,000","3,458","23,207",4.94,"25,070","8.62","-4.65"
